,Unnamed: 0,id,place_name,address_name,road_address_name,phone,category_group_name,category_name,place_url,naver_keyword,naver_map_url
188,8,1159203702,비에이치테이블,서울 광진구 자양동 775-10,서울 광진구 아차산로45길 16,,카페,음식점 > 카페,http://place.map.kakao.com/1159203702,비에이치테이블,https://m.place.naver.com/restaurant/1431086824
189,9,22674971,카페히릿,서울 광진구 화양동 111-72,서울 광진구 광나루로 404,070-8870-4442,카페,음식점 > 카페 > 테마카페 > 애견카페,http://place.map.kakao.com/22674971,카페히릿,https://m.place.naver.com/restaurant/33996520
190,10,18263855,마우스레빗,서울 광진구 화양동 5-14,서울 광진구 능동로11길 10,02-462-4015,카페,음식점 > 카페,http://place.map.kakao.com/18263855,마우스레빗,https://m.place.naver.com/restaurant/31305562
191,11,287949141,넥스트에디션 건대2호점,서울 광진구 자양동 17-5,서울 광진구 아차산로 192,0507-417-8580,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/287949141,넥스트에디션 건대2호점,https://m.place.naver.com/restaurant/1163403341
192,12,88469138,랑데자뷰 건대점,서울 광진구 화양동 9-23,서울 광진구 아차산로31길 3,070-7718-3088,카페,음식점 > 카페,http://place.map.kakao.com/88469138,랑데자뷰 건대점,https://m.place.naver.com/restaurant/1608897550
193,13,2239,커피나무 건대입구역점,서울 광진구 화양동 5-40,서울 광진구 동일로22길 117-26,02-466-1415,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/2239,커피나무 건대입구역점,https://m.place.naver.com/restaurant/1957957154
195,15,1508416506,헤르츠커피로스팅,서울 광진구 중곡동 161-27,서울 광진구 능동로 334,010-3312-9952,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1508416506,헤르츠커피로스팅,https://m.place.naver.com/restaurant/1951409514
196,16,2106246357,그리네,서울 광진구 군자동 64-21,서울 광진구 군자로 139,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/2106246357,그리네,https://m.place.naver.com/restaurant/1799218070
197,17,1017964919,도쿄빙수 건대점,서울 광진구 화양동 10-2,서울 광진구 아차산로31길 45,02-466-2012,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1017964919,도쿄빙수 건대점,https://m.place.naver.com/restaurant/726103904
198,18,143898787,카페 드노보,서울 광진구 광장동 187-2,서울 광진구 아차산로78길 157,,카페,음식점 > 카페,http://place.map.kakao.com/143898787,카페 드노보,https://m.place.naver.com/restaurant/1040854858
199,19,1024200053,펠어커피 구의점,서울 광진구 구의동 223-23,서울 광진구 아차산로59길 63,0507-1447-0140,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1024200053,펠어커피 구의점,https://m.place.naver.com/restaurant/119879272
200,20,25060136,설빙 건대직영점,서울 광진구 화양동 7-44,서울 광진구 아차산로 225,02-499-5385,카페,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,http://place.map.kakao.com/25060136,설빙 건대직영점,https://m.place.naver.com/restaurant/35271883
201,21,1430310181,키랩보드게임 룸카페 건대본점,서울 광진구 화양동 11-7,서울 광진구 아차산로33길 49,070-8098-7300,카페,음식점 > 카페 > 테마카페 > 보드카페,http://place.map.kakao.com/1430310181,키랩보드게임 룸카페 건대본점,https://m.place.naver.com/restaurant/37630236
202,22,715860315,아오스요거트,서울 광진구 화양동 2-23,서울 광진구 능동로 153,070-8111-9451,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/715860315,아오스요거트,https://m.place.naver.com/restaurant/1521571612
203,23,1766978425,안다미로팬케이크,서울 광진구 화양동 48-23,서울 광진구 아차산로25길 8,02-6405-7773,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1766978425,안다미로팬케이크,https://m.place.naver.com/restaurant/1256627119
204,24,27354377,엑스케이프,서울 광진구 화양동 50-2,서울 광진구 동일로 112,02-463-9366,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/27354377,엑스케이프,https://m.place.naver.com/restaurant/1159261726
205,25,26826876,히어로보드게임카페 건대1호점,서울 광진구 화양동 7-4,서울 광진구 아차산로 221,02-466-1203,카페,음식점 > 카페 > 테마카페 > 보드카페,http://place.map.kakao.com/26826876,히어로보드게임카페 건대1호점,https://m.place.naver.com/restaurant/36665455
206,26,757366145,카페레디언트,서울 광진구 중곡동 142-36,서울 광진구 능동로38길 41,02-2201-0204,카페,음식점 > 카페,http://place.map.kakao.com/757366145,카페레디언트,https://m.place.naver.com/restaurant/1357882348
207,27,1040379670,열매제과점,서울 광진구 화양동 36-60,서울 광진구 동일로24길 31,010-5814-3738,카페,음식점 > 카페,http://place.map.kakao.com/1040379670,열매제과점,https://m.place.naver.com/restaurant/1276749064
209,29,26869515,오페뜨 건대점,서울 광진구 화양동 5-106,서울 광진구 능동로 111,02-2135-9982,카페,음식점 > 카페,http://place.map.kakao.com/26869515,오페뜨 건대점,https://m.place.naver.com/restaurant/36631214
210,30,296921469,카페온더플랜 건대점,서울 광진구 화양동 90-4,서울 광진구 능동로 161,02-462-1020,카페,음식점 > 카페,http://place.map.kakao.com/296921469,카페온더플랜 건대점,https://m.place.naver.com/restaurant/364501975
211,31,831662985,북카페세모,서울 광진구 화양동 8-43,서울 광진구 아차산로31길 20,02-463-0305,카페,음식점 > 카페 > 테마카페 > 북카페,http://place.map.kakao.com/831662985,북카페세모,https://m.place.naver.com/restaurant/1387574298
212,32,1928816021,보난자커피 군자점,서울 광진구 군자동 270,서울 광진구 능동로 239,070-4110-3113,카페,음식점 > 카페,http://place.map.kakao.com/1928816021,보난자커피 군자점,https://m.place.naver.com/restaurant/1689645997
213,33,2053737523,카페러슬,서울 광진구 구의동 612-10,서울 광진구 자양로37길 63,070-4202-1555,카페,음식점 > 카페,http://place.map.kakao.com/2053737523,카페러슬,https://m.place.naver.com/restaurant/1308190517
214,34,24350794,스타벅스 군자역,서울 광진구 군자동 478-5,서울 광진구 천호대로 548,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/24350794,스타벅스 군자역,https://m.place.naver.com/restaurant/34689603
215,35,693959559,해피니스디저트 건대점,서울 광진구 자양동 6-58,서울 광진구 아차산로30길 31,010-4295-2600,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/693959559,해피니스디저트 건대점,https://m.place.naver.com/restaurant/1086653842
216,36,1592555351,밀피,서울 광진구 화양동 5-99,서울 광진구 동일로22길 117-15,,카페,음식점 > 카페,http://place.map.kakao.com/1592555351,밀피,https://m.place.naver.com/restaurant/1547337460
217,37,26639935,스타벅스 구의DT,서울 광진구 구의동 67-36,서울 광진구 광나루로 519,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26639935,스타벅스 구의DT,https://m.place.naver.com/restaurant/36636853
218,38,15954181,꼬메노,서울 광진구 화양동 16-24,서울 광진구 군자로7길 29,02-468-5177,카페,음식점 > 카페,http://place.map.kakao.com/15954181,꼬메노,https://m.place.naver.com/restaurant/20322289
219,39,606933069,플라이팬커피,서울 광진구 자양동 64-11,서울 광진구 능동로3길 14,,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/606933069,플라이팬커피,https://m.place.naver.com/restaurant/1450169164
220,40,13337306,커피마켓,서울 광진구 화양동 3-71,서울 광진구 아차산로33길 60,02-463-8009,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/13337306,커피마켓,https://m.place.naver.com/restaurant/11713252
221,41,630372352,스타벅스 어린이대공원역,서울 광진구 군자동 236,서울 광진구 능동로 243,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/630372352,스타벅스 어린이대공원역,https://m.place.naver.com/restaurant/1052484442
222,42,382585102,미어캣족장,서울 광진구 자양동 9-31,서울 광진구 동일로20길 72,,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/382585102,미어캣족장,https://m.place.naver.com/restaurant/1570008501
223,43,514403916,라운드브릭,서울 광진구 광장동 287-1,서울 광진구 광장로 67,,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/514403916,라운드브릭,https://m.place.naver.com/restaurant/1785308966
225,0,1779970753,베러댄,서울 동대문구 휘경동 317-53,서울 동대문구 망우로 34,,카페,음식점 > 카페,http://place.map.kakao.com/1779970753,베러댄,https://m.place.naver.com/restaurant/1372247665
226,1,26354962,커피나인 본점,서울 동대문구 답십리동 268-8,서울 동대문구 전농로3길 12,02-6396-9992,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/26354962,커피나인 본점,https://m.place.naver.com/restaurant/37927848
227,2,1317422264,카페몰로,서울 동대문구 회기동 57-11,서울 동대문구 회기로 163,02-966-1301,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1317422264,카페몰로,https://m.place.naver.com/restaurant/1669716615
229,4,1989079728,너디블루,서울 동대문구 전농동 103-312,서울 동대문구 전농로36길 9,,카페,음식점 > 카페,http://place.map.kakao.com/1989079728,너디블루,https://m.place.naver.com/restaurant/81033019
230,5,2093688428,카페양귀비,서울 동대문구 이문동 345-7,서울 동대문구 이문로9길 8,,카페,음식점 > 카페,http://place.map.kakao.com/2093688428,카페양귀비,https://m.place.naver.com/restaurant/1237399814
231,6,105370530,오앤디,서울 동대문구 휘경동 293-171,서울 동대문구 망우로12가길 17,,카페,음식점 > 카페,http://place.map.kakao.com/105370530,오앤디,https://m.place.naver.com/restaurant/1465450152
232,7,7883277,민들레영토 경희대점,서울 동대문구 회기동 60-84,서울 동대문구 경희대로1길 34,02-959-3733,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/7883277,민들레영토 경희대점,https://m.place.naver.com/restaurant/19805605
233,8,13333488,컴플리트커피,서울 동대문구 이문동 264-293,서울 동대문구 천장산로7길 19,070-8873-0419,카페,음식점 > 카페,http://place.map.kakao.com/13333488,컴플리트커피,https://m.place.naver.com/restaurant/1403132921
234,9,2047903591,대즐링,서울 동대문구 제기동 137-130,서울 동대문구 안암로 132,070-763-9394,카페,음식점 > 카페,http://place.map.kakao.com/2047903591,대즐링,https://m.place.naver.com/restaurant/200872182
235,10,1872113102,더크림,서울 동대문구 장안동 330-9,서울 동대문구 장한로28길 18,070-4065-7313,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1872113102,더크림,https://m.place.naver.com/restaurant/1014303253
236,11,19034696,카페온,서울 동대문구 전농동 602-6,서울 동대문구 왕산로 276-1,070-8682-4958,카페,음식점 > 카페,http://place.map.kakao.com/19034696,카페온,https://m.place.naver.com/restaurant/32839721
237,12,1175140530,카페림,서울 동대문구 용두동 38-3,서울 동대문구 천호대로27길 8-2,02-968-1497,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1175140530,카페림,https://m.place.naver.com/restaurant/1095717187
238,13,789579036,키라쿠,서울 동대문구 제기동 1152-13,서울 동대문구 약령시로 5-1,,카페,음식점 > 카페,http://place.map.kakao.com/789579036,키라쿠,https://m.place.naver.com/restaurant/1918906970
239,14,17884754,스타벅스 장한평역점,서울 동대문구 장안동 433-7,서울 동대문구 장한로 10,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/17884754,스타벅스 장한평역점,https://m.place.naver.com/restaurant/31316684
240,15,1387251423,스타벅스 답십리역점,서울 동대문구 답십리동 497-67,서울 동대문구 천호대로 263,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1387251423,스타벅스 답십리역점,https://m.place.naver.com/restaurant/594618313
241,16,26900379,스타벅스 신설동역점,서울 동대문구 신설동 76-10,서울 동대문구 왕산로 19,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26900379,스타벅스 신설동역점,https://m.place.naver.com/restaurant/36952160
242,17,24868732,스타벅스 회기역사거리점,서울 동대문구 회기동 346-18,서울 동대문구 이문로 37,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/24868732,스타벅스 회기역사거리점,https://m.place.naver.com/restaurant/35076339
243,18,453254465,쁘띠몽드 키즈카페,서울 동대문구 장안동 111-1,서울 동대문구 한천로 193,02-2215-7005,카페,음식점 > 카페 > 테마카페 > 키즈카페,http://place.map.kakao.com/453254465,쁘띠몽드 키즈카페,https://m.place.naver.com/restaurant/1214031199
244,19,811623792,한시십일분,서울 동대문구 휘경동 267-84,서울 동대문구 망우로 66,,카페,음식점 > 카페,http://place.map.kakao.com/811623792,한시십일분,https://m.place.naver.com/restaurant/1431249739
245,20,2103694654,비하인드미,서울 동대문구 회기동 60-93,서울 동대문구 회기로 125,,카페,음식점 > 카페,http://place.map.kakao.com/2103694654,비하인드미,https://m.place.naver.com/restaurant/554316357
246,21,27542920,이문동커피집 플랫피플,서울 동대문구 이문동 331-56,서울 동대문구 이문로25길 39,,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/27542920,이문동커피집 플랫피플,https://m.place.naver.com/restaurant/1141283550
247,22,27020768,디어테이블,서울 동대문구 장안동 338-9,서울 동대문구 답십리로72길 68,,카페,음식점 > 카페,http://place.map.kakao.com/27020768,디어테이블,https://m.place.naver.com/restaurant/292141070
248,23,14723310,8번가,서울 동대문구 회기동 42-139,서울 동대문구 경희대로3길 8,,카페,음식점 > 카페,http://place.map.kakao.com/14723310,8번가,https://m.place.naver.com/restaurant/1928437084
249,24,26407016,아임파이 외대점,서울 동대문구 이문동 317-11,서울 동대문구 휘경로2길 39,070-4274-1182,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/26407016,아임파이 외대점,https://m.place.naver.com/restaurant/35701526
250,25,1264344578,카페 트위그,서울 동대문구 장안동 412-4,서울 동대문구 한천로 10,02-6953-8892,카페,음식점 > 카페,http://place.map.kakao.com/1264344578,카페 트위그,https://m.place.naver.com/restaurant/1783956058
251,26,737325783,너나들이 만화카페,서울 동대문구 회기동 60-71,서울 동대문구 회기로13길 19,0507-1443-0331,카페,음식점 > 카페 > 테마카페 > 만화카페,http://place.map.kakao.com/737325783,너나들이 만화카페,https://m.place.naver.com/restaurant/881718554
252,27,831347994,커피블랑,서울 동대문구 회기동 16-18,서울 동대문구 회기로19길 16,010-2717-7316,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/831347994,커피블랑,https://m.place.naver.com/restaurant/1182229235
253,28,1945277759,37.5 답십리점,서울 동대문구 답십리동 1003,서울 동대문구 답십리로 130,02-2212-3705,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1945277759,37.5 답십리점,https://m.place.naver.com/restaurant/1354598598
254,29,1609221649,스타벅스 청량리역사점,서울 동대문구 전농동 588-1,서울 동대문구 왕산로 214,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1609221649,스타벅스 청량리역사점,https://m.place.naver.com/restaurant/1555336463
255,30,1853475772,스타벅스 경희대삼거리점,서울 동대문구 회기동 60-40,서울 동대문구 회기로 141,,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1853475772,스타벅스 경희대삼거리점,https://m.place.naver.com/restaurant/298674863
256,31,1507094194,그대쉴꽃,서울 동대문구 회기동 16-96,서울 동대문구 회기로19길 6,02-966-0813,카페,음식점 > 카페,http://place.map.kakao.com/1507094194,그대쉴꽃,https://m.place.naver.com/restaurant/1336333460
257,32,1772092398,세라젬웰카페 서울답십리직영점,서울 동대문구 답십리동 1012,서울 동대문구 사가정로 80,02-6952-1825,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/1772092398,세라젬웰카페 서울답십리직영점,https://m.place.naver.com/restaurant/1015115313
258,33,1131068123,고소운,서울 동대문구 이문동 288-40,서울 동대문구 휘경로2길 4,,카페,음식점 > 카페,http://place.map.kakao.com/1131068123,고소운,https://m.place.naver.com/restaurant/1000955576
259,34,16620949,투썸플레이스 장안점,서울 동대문구 장안동 375-1,서울 동대문구 장한로 73,02-2212-1780,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/16620949,투썸플레이스 장안점,https://m.place.naver.com/restaurant/20464239
260,35,347913254,온니당,서울 동대문구 장안동 105-11,서울 동대문구 답십리로63길 125,010-4450-9715,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/347913254,온니당,https://m.place.naver.com/restaurant/1337811116
261,36,25684300,설빙 서울회기역점,서울 동대문구 휘경동 191-4,서울 동대문구 회기로 193,02-960-4342,카페,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,http://place.map.kakao.com/25684300,설빙 서울회기역점,https://m.place.naver.com/restaurant/35756594
262,37,1565634100,카페파인,서울 동대문구 제기동 137-7,서울 동대문구 안암로22길 15,,카페,음식점 > 카페,http://place.map.kakao.com/1565634100,카페파인,https://m.place.naver.com/restaurant/1158688459
263,38,1065892215,프롬하츠커피 용두점,서울 동대문구 용두동 130-4,서울 동대문구 왕산로 71,02-924-2230,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1065892215,프롬하츠커피 용두점,https://m.place.naver.com/restaurant/631859316
264,39,1138197258,카페시사,서울 동대문구 전농동 123-1,서울 동대문구 전농로 217,,카페,음식점 > 카페,http://place.map.kakao.com/1138197258,카페시사,https://m.place.naver.com/restaurant/1606902512
265,40,1076774313,빈칸,서울 동대문구 휘경동 192-5,서울 동대문구 망우로21길 52,02-1577-5886,카페,음식점 > 카페,http://place.map.kakao.com/1076774313,빈칸,https://m.place.naver.com/restaurant/1589920689
266,41,1096938565,멜팅폼,서울 동대문구 이문동 264-410,서울 동대문구 천장산로7길 10-3,02-960-2544,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/1096938565,멜팅폼,https://m.place.naver.com/restaurant/1224672816
267,42,20103597,투썸플레이스 답십리점,서울 동대문구 답십리동 530-16,서울 동대문구 고미술로 81,070-7554-5045,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/20103597,투썸플레이스 답십리점,https://m.place.naver.com/restaurant/1093193614
268,43,8439657,스타벅스 외대점,서울 동대문구 이문동 305-60,서울 동대문구 휘경로 12-1,,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/8439657,스타벅스 외대점,https://m.place.naver.com/restaurant/11689857
269,44,491664026,투썸플레이스 휘경점,서울 동대문구 휘경동 275-5,서울 동대문구 망우로 86,02-2039-6288,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/491664026,투썸플레이스 휘경점,https://m.place.naver.com/restaurant/1030255415
270,0,24576625,파크더블유,서울 중랑구 망우동 43-8,서울 중랑구 양원역로16길 103-111,02-432-5659,카페,음식점 > 카페,http://place.map.kakao.com/24576625,파크더블유,https://m.place.naver.com/restaurant/34907580
271,1,2145979742,커피스터프,서울 중랑구 상봉동 118-1,서울 중랑구 망우로42길 10,,카페,음식점 > 카페,http://place.map.kakao.com/2145979742,커피스터프,https://m.place.naver.com/restaurant/1284783089
272,2,2062868872,미니특공대테마파크 면목역점,서울 중랑구 면목동 118-13,서울 중랑구 겸재로 164,070-7788-5656,카페,음식점 > 카페 > 테마카페 > 키즈카페,http://place.map.kakao.com/2062868872,미니특공대테마파크 면목역점,https://m.place.naver.com/restaurant/1339696263
273,3,26932883,카페브릭,서울 중랑구 신내동 243-20,서울 중랑구 신내역로1길 127-11,,카페,음식점 > 카페,http://place.map.kakao.com/26932883,카페브릭,https://m.place.naver.com/restaurant/36998529
274,4,19756111,라떼플로라,서울 중랑구 묵동 180-51,서울 중랑구 동일로156길 7,02-432-9503,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/19756111,라떼플로라,https://m.place.naver.com/restaurant/33758632
275,5,1905828600,상봉커피,서울 중랑구 면목동 133-1,서울 중랑구 봉우재로 96,,카페,음식점 > 카페,http://place.map.kakao.com/1905828600,상봉커피,https://m.place.naver.com/restaurant/1532453360
276,6,358842854,카페소고 망우점,서울 중랑구 망우동 489-29,서울 중랑구 신내로1길 15,02-6014-6912,카페,음식점 > 카페,http://place.map.kakao.com/358842854,카페소고 망우점,https://m.place.naver.com/restaurant/1691702665
277,7,131735695,카페252,서울 중랑구 상봉동 118-19,서울 중랑구 망우로 252,02-493-8286,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/131735695,카페252,https://m.place.naver.com/restaurant/1068679360
278,8,17884784,스타벅스 상봉역점,서울 중랑구 상봉동 100-2,서울 중랑구 망우로 307,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/17884784,스타벅스 상봉역점,https://m.place.naver.com/restaurant/31316697
279,9,1848099630,개인공간,서울 중랑구 신내동 495-35,서울 중랑구 송림길 12,070-7718-0087,카페,음식점 > 카페,http://place.map.kakao.com/1848099630,개인공간,https://m.place.naver.com/restaurant/1431736263
280,10,26303961,스타벅스 사가정역점,서울 중랑구 면목동 617-2,서울 중랑구 면목로 310,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26303961,스타벅스 사가정역점,https://m.place.naver.com/restaurant/35781801
281,11,27598483,스타벅스 상봉점,서울 중랑구 상봉동 501,서울 중랑구 상봉로 131,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/27598483,스타벅스 상봉점,https://m.place.naver.com/restaurant/37775015
282,12,26785139,스타벅스 중랑구청점,서울 중랑구 신내동 563-3,서울 중랑구 신내로 72,,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26785139,스타벅스 중랑구청점,https://m.place.naver.com/restaurant/36469904
283,13,1536161428,다시사랑받개,서울 중랑구 신내동 273-20,서울 중랑구 용마산로139나길 83,02-6958-6224,카페,음식점 > 카페,http://place.map.kakao.com/1536161428,다시사랑받개,https://m.place.naver.com/restaurant/1016307700
284,14,181624929,디저트아카데미,서울 중랑구 상봉동 127-15,서울 중랑구 망우로36길 38,02-433-6096,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/181624929,디저트아카데미,https://m.place.naver.com/restaurant/1329550380
285,15,366702623,이층커피,서울 중랑구 중화동 305-20,서울 중랑구 동일로 805-1,02-437-0627,카페,음식점 > 카페,http://place.map.kakao.com/366702623,이층커피,https://m.place.naver.com/restaurant/1392183842
286,16,1097099031,로기스커피,서울 중랑구 면목동 117-35,서울 중랑구 겸재로 172-1,070-8621-8791,카페,음식점 > 카페,http://place.map.kakao.com/1097099031,로기스커피,https://m.place.naver.com/restaurant/1370219520
287,17,26644161,설빙 상봉점,서울 중랑구 상봉동 130-1,서울 중랑구 망우로 204,02-6380-0707,카페,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,http://place.map.kakao.com/26644161,설빙 상봉점,https://m.place.naver.com/restaurant/36655751
288,18,1424988476,모이카페,서울 중랑구 신내동 430-26,서울 중랑구 용마산로125길 108-17,070-4230-0404,카페,음식점 > 카페,http://place.map.kakao.com/1424988476,모이카페,https://m.place.naver.com/restaurant/1542813230
289,19,511991724,스토어드커피,서울 중랑구 묵동 239-118,서울 중랑구 동일로157길 22,070-8823-7669,카페,음식점 > 카페,http://place.map.kakao.com/511991724,스토어드커피,https://m.place.naver.com/restaurant/1608587059
290,20,744705019,문릿,서울 중랑구 상봉동 87-2,서울 중랑구 봉우재로43길 35,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/744705019,문릿,https://m.place.naver.com/restaurant/1373503982
291,21,119112939,티하우스나니,서울 중랑구 신내동 493-46,서울 중랑구 용마산로117길 26,02-433-2726,카페,음식점 > 카페 > 전통찻집,http://place.map.kakao.com/119112939,티하우스나니,https://m.place.naver.com/restaurant/976635066
292,22,1565667844,빈스로드 본사,서울 중랑구 상봉동 490-4,서울 중랑구 봉화산로 111,070-7593-7005,카페,음식점 > 카페,http://place.map.kakao.com/1565667844,빈스로드 본사,https://m.place.naver.com/restaurant/37883140
293,23,26925099,스타벅스 중랑역점,서울 중랑구 상봉동 130-3,서울 중랑구 망우로30길 3,,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26925099,스타벅스 중랑역점,https://m.place.naver.com/restaurant/37038909
294,24,1531026852,커피빈 상봉역점,서울 중랑구 상봉동 100-17,서울 중랑구 망우로 291,02-493-8902,카페,음식점 > 카페 > 커피전문점 > 커피빈,http://place.map.kakao.com/1531026852,커피빈 상봉역점,https://m.place.naver.com/restaurant/864608408
295,25,1831290209,투썸플레이스 망우점,서울 중랑구 망우동 489-2,서울 중랑구 망우로 403,02-6954-2588,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1831290209,투썸플레이스 망우점,https://m.place.naver.com/restaurant/1125288880
296,26,1879929501,투썸플레이스 신내점,서울 중랑구 신내동 386-2,서울 중랑구 용마산로 637,02-2088-0858,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1879929501,투썸플레이스 신내점,https://m.place.naver.com/restaurant/1118755333
297,27,1937762094,스타벅스 묵동점,서울 중랑구 묵동 169-12,서울 중랑구 동일로 952,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1937762094,스타벅스 묵동점,https://m.place.naver.com/restaurant/1032276040
298,28,27282278,더바른차담소,서울 중랑구 면목동 718-2,서울 중랑구 동일로 467,070-7760-0298,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/27282278,더바른차담소,https://m.place.naver.com/restaurant/37101479
299,29,27079711,데일리파크,서울 중랑구 묵동 20,서울 중랑구 신내로15길 196,02-3422-0146,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/27079711,데일리파크,https://m.place.naver.com/restaurant/36203119
300,30,218720613,스타벅스 중화역점,서울 중랑구 중화동 306-71,서울 중랑구 봉화산로 35,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/218720613,스타벅스 중화역점,https://m.place.naver.com/restaurant/1676043328
301,31,1721326456,어느날오늘,서울 중랑구 상봉동 314-69,서울 중랑구 봉화산로30길 98,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1721326456,어느날오늘,https://m.place.naver.com/restaurant/1929386226
302,32,1734478763,시즌,서울 중랑구 면목동 499-29,서울 중랑구 사가정로49길 62,,카페,음식점 > 카페,http://place.map.kakao.com/1734478763,시즌,https://m.place.naver.com/restaurant/1792785194
303,33,1433298247,투썸플레이스 사가정역점,서울 중랑구 면목동 633-9,서울 중랑구 면목로 301,02-433-4024,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1433298247,투썸플레이스 사가정역점,https://m.place.naver.com/restaurant/637496597
304,34,26947865,이노이드커피랩,서울 중랑구 면목동 52-11,서울 중랑구 용마산로86길 9-38,070-7808-0085,카페,음식점 > 카페,http://place.map.kakao.com/26947865,이노이드커피랩,https://m.place.naver.com/restaurant/1654761299
305,35,340390324,헬로방방 상봉점,서울 중랑구 상봉동 501,서울 중랑구 상봉로 131,02-433-0514,카페,음식점 > 카페 > 테마카페 > 키즈카페,http://place.map.kakao.com/340390324,헬로방방 상봉점,https://m.place.naver.com/restaurant/1537973012
306,36,1279265877,투썸플레이스 중랑역점,서울 중랑구 상봉동 130-166,서울 중랑구 망우로 202,,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1279265877,투썸플레이스 중랑역점,https://m.place.naver.com/restaurant/38667665
